Date time,Weather main,Weather description,Temperature,Feels like,visibility,Pressure,humidity,sea level pressure,grnd level pressure,wind speed,wind deg,wind gust,cloudiness,rain volumn,snow volumn,icon id
2025-04-24 16:30:03,Clouds,broken clouds,29.33000000000004,33.610000000000014,10000,1004,65,1004,1003,6.1,136,6.26,66,,,04d
